,theme,start_time,end_time,affected_sectors,severity_ratio,answer_ratio,sources,location,df_index
209,Inundacion,2023-09-06,2023-09-12,"['Aguas Residuales', 'Agua y Alimentos', 'Transporte', 'Sanidad']","{'Transporte': 0.75, 'Sanidad': 0.75, 'Agua y Alimentos': 0.4166666666666667, 'Aguas Residuales': 0.75}","{5: 0.75, 6: 0.75, 7: 0.75, 8: 0.75, 10: 0.5, 11: 1.0, 12: 0.5, 13: 1.0, 14: 0.5, 15: 0.5, 16: 0.25, 17: 0.75, 18: 0.75, 19: 0.75}",['https://www.wsws.org/es/articles/2023/09/11/inun-s11.html'],Valladolid,193
210,Inundacion,2023-09-07,2023-09-13,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.25, 'Agua y Alimentos': 0.75}","{7: 0.5, 8: 0.5, 14: 0.75, 15: 0.75, 16: 0.75}","['https://www.zaragoza.es/sede/servicio/noticia/324335', 'https://www.heraldo.es/noticias/aragon/zaragoza/2023/09/19/diluvio-con-granizo-a-paladas-entre-carinena-paniza-y-encinacorba-en-plena-vendimia-1678906.html', 'https://www.heraldo.es/noticias/aragon/zaragoza/2023/09/13/che-inicia-el-proyecto-para-mejorar-la-resiliencia-ante-inundaciones-entre-osera-y-fuentes-1677709.html']",Zaragoza,197
211,Luvias Intensas,2023-09-07,2023-09-13,['Transporte'],{'Transporte': 0.5625},"{5: 0.25, 6: 0.5, 7: 0.5, 8: 1.0}",['https://www.eltiempo.es/noticias/granizo-como-pelotas-de-tenis-y-tormentas-electricas-de-infarto'],Zaragoza,197
212,Desbordamientos,2023-09-07,2023-09-13,"['Aguas Residuales', 'Agua y Alimentos', 'Sanidad']","{'Sanidad': 0.9166666666666666, 'Agua y Alimentos': 0.9166666666666666, 'Aguas Residuales': 1.0}","{10: 1.0, 11: 1.0, 12: 0.75, 13: 0.75, 14: 0.75, 15: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 19: 1.0}",['https://www.eluniversal.com.mx/estados/tula-donde-el-miedo-se-niega-a-irse/'],Zaragoza,197
213,Crecida,2023-09-07,2023-09-13,['Transporte'],{'Transporte': 0.3125},"{5: 0.25, 7: 0.25, 8: 0.75}","['https://www.heraldo.es/noticias/aragon/zaragoza/2023/09/13/che-inicia-el-proyecto-para-mejorar-la-resiliencia-ante-inundaciones-entre-osera-y-fuentes-1677709.html', 'https://www.elperiodicodearagon.com/aragon/2023/09/19/tromba-agua-granizo-inunda-calles-paniza-92302456.html']",Zaragoza,197
214,Dana,2023-09-07,2023-09-13,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.28125, 'Agua y Alimentos': 0.75}","{7: 0.5, 8: 0.625, 14: 0.75, 15: 0.75, 16: 0.75}","['https://www.heraldo.es/noticias/aragon/2023/09/19/prevision-tiempo-aragon-dana-lluvias-zaragoza-huesca-teruel-1678734.html', 'https://www.heraldo.es/noticias/aragon/zaragoza/2023/09/19/diluvio-con-granizo-a-paladas-entre-carinena-paniza-y-encinacorba-en-plena-vendimia-1678906.html', 'https://www.heraldo.es/noticias/aragon/zaragoza/2023/09/14/consorcio-danos-cien-millones-euros-tormenta-aragon-1677762.html']",Zaragoza,197
215,Tempestad,2023-10-24,2023-11-01,['Transporte'],{'Transporte': 0.59375},"{5: 0.375, 6: 0.625, 7: 0.625, 8: 0.75}","['https://www.lavozdegalicia.es/noticia/coruna/vivir-coruna/2023/10/31/comarca-coruna-alerta-viento-lluvias-seran-peores-horas/00031698763055224673651.htm', 'https://www.elespanol.com/quincemil/actualidad/galicia/20231030/celine-ciaran-llegaran-domingos-elisa-todas-tormentas-galicia-otono/805919944_0.html', 'https://www.abc.es/sociedad/directo-ultima-hora-invidencias-avisos-aemet-paso-20231102080248-di.html']",A Coruna,7
216,Borrasca,2023-10-24,2023-11-01,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.6770833333333334, 'Agua y Alimentos': 0.75}","{6: 0.7083333333333334, 7: 0.6666666666666666, 8: 0.7916666666666666, 14: 0.75, 15: 0.75, 16: 0.75, 5: 0.8125}","['https://efeverde.com/borrasca-ciaran/', 'https://www.aemet.es/en/conocermas/borrascas/2023-2024/estudios_e_impactos/aline', 'https://www.galiciapress.es/articulo/sociedad/2023-10-31/4514252-alerta-roja-jueves-parte-costa-hilo-ciclogenesis-ciaran-estan-punto-golpear-galicia', 'https://www.elmundo.es/espana/2023/10/30/653f4cabe4d4d8a9328b4593.html', 'https://www.antena3.com/noticias/el-tiempo/actualidad/consecuencias-borrasca-celine-galicia-comunidad-mas-afectada-456-incidencias_20231029653eaa2e32dc7500014e9e9e.html', 'https://www.laopinioncoruna.es/coruna/2023/11/03/coruna-cumple-22-dias-lluvia-94146579.html', 'https://metropolitano.gal/enfoque/la-borrasca-celine-deja-numerosas-incidencias-en-vigo-y-area-donde-se-espera-otra-semana-de-lluvia/']",A Coruna,7
217,Temporal,2023-10-24,2023-11-01,"['Transporte', 'Agua y Alimentos', 'Aguas Residuales']","{'Transporte': 0.6458333333333334, 'Aguas Residuales': 0.5294117647058824, 'Agua y Alimentos': 0.6666666666666666}","{5: 0.75, 6: 0.75, 7: 0.875, 8: 0.75, 18: 0.75, 19: 0.75, 14: 0.5, 15: 0.75, 16: 0.75}","['https://www.galiciapress.es/articulo/sociedad/2023-10-31/4514252-alerta-roja-jueves-parte-costa-hilo-ciclogenesis-ciaran-estan-punto-golpear-galicia', 'https://www.lavozdegalicia.es/noticia/coruna/vivir-coruna/2023/10/31/comarca-coruna-alerta-viento-lluvias-seran-peores-horas/00031698763055224673651.htm', 'https://www.elmundo.es/espana/2023/10/28/653d565cfc6c838f768b45b0.html', 'https://www.elidealgallego.com/articulo/a-coruna/temporal-obliga-cerrar-trafico-paseo-maritimo-4510241', 'https://www.laopinioncoruna.es/galicia/2023/11/07/pasado-octubre-segundo-mes-lluvioso-94293700.html', 'https://www.lavozdegalicia.es/noticia/coruna/2023/10/26/lluvia-acumulada-octubre-coruna-0-140-13-dias/00031698314404290652325.htm']",A Coruna,7
218,Vientos fuertes,2023-10-24,2023-11-01,"['Energia', 'Transporte', 'Sanidad']","{'Transporte': 0.625, 'Sanidad': 0.7083333333333334, 'Energia': 0.46875}","{5: 0.5833333333333334, 6: 0.7083333333333334, 7: 0.75, 8: 0.7, 10: 0.5, 11: 1.0, 12: 0.5, 13: 0.75, 0: 0.75, 1: 0.75, 3: 0.0}","['https://efeverde.com/borrasca-ciaran/', 'https://www.aemet.es/en/conocermas/borrascas/2023-2024/estudios_e_impactos/aline', 'https://www.galiciapress.es/articulo/sociedad/2023-10-31/4514252-alerta-roja-jueves-parte-costa-hilo-ciclogenesis-ciaran-estan-punto-golpear-galicia', 'https://www.lavozdegalicia.es/noticia/coruna/vivir-coruna/2023/10/31/comarca-coruna-alerta-viento-lluvias-seran-peores-horas/00031698763055224673651.htm', 'https://as.com/actualidad/sociedad/vientos-de-150-kmh-trenes-cancelados-problemas-aereos-los-efectos-de-la-borrasca-ciaran-n/', 'https://www.larazon.es/el-tiempo/borrasca-ciaran-directo-ultima-hora-zonas-espana-afectadas-temporal-lluvia-viento-nieve_202311036544ade8f6ca72000147fd57.html']",A Coruna,7
219,Tempestad,2023-11-05,2023-11-10,"['Transporte', 'Sanidad']","{'Transporte': 0.5, 'Sanidad': 0.75}","{6: 0.875, 7: 0.5, 10: 0.75, 11: 1.0, 12: 0.75, 13: 0.25, 5: 0.75, 8: 1.0}","['https://www.infobae.com/america/mundo/2023/11/08/panico-en-un-crucero-al-menos-100-heridos-en-medio-de-una-tempestad-en-el-atlantico-norte/', 'https://blogs.diariosur.es/tormentas-y-rayos/2023/11/05/efemerides-de-noviembre-y-valores-extremos-en-malaga-aeropuerto/', 'https://www.elperiodico.com/es/temas/tormentas-1840316']",A Coruna,8
220,Borrasca,2023-11-05,2023-11-10,['Transporte'],{'Transporte': 0.5},"{5: 0.0, 6: 0.75, 7: 0.5, 8: 0.75}","['https://www.laopinioncoruna.es/galicia/2023/11/06/galicia-espera-empeoramiento-tiempo-lunes-94257338.html', 'https://www.laopinioncoruna.es/coruna/2023/11/06/borrascas-ciaran-domingos-coruna-200-94271326.html']",A Coruna,8
221,Desbordamientos,2023-05-26,2023-05-30,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.5625, 'Agua y Alimentos': 0.5833333333333334}","{5: 0.25, 6: 0.5, 7: 0.75, 8: 0.75, 14: 0.5, 15: 0.5, 16: 0.75}",['https://www.rtve.es/noticias/20230530/lluvias-provocan-inundaciones-sureste-peninsular/2448005.shtml'],Alicante,9
222,Luvias Intensas,2023-09-15,2023-09-16,"['Transporte', 'Agua y Alimentos', 'Aguas Residuales']","{'Transporte': 0.625, 'Agua y Alimentos': 0.75, 'Aguas Residuales': 0.75}","{5: 0.625, 6: 0.75, 8: 0.75, 7: 0.75, 14: 0.75, 15: 0.75, 16: 0.75, 17: 0.75, 18: 0.75, 19: 0.75}","['https://www.todoalicante.es/alicante-provincia/provincia-entra-alerta-amarilla-riesgo-tormentas-granizo-20230918072240-nt.html', 'https://www.informacion.es/alicante/2023/09/18/dana-adelanta-comunidad-valenciana-92250684.html', 'https://www.elespanol.com/alicante/vivir/20230915/tormenta-estatica-sur-alicante-lluvias-intensas-prevision-dia/794420589_0.html', 'https://diariodealicante.net/temporal-alicante-tormentas-anclan-elche/', 'https://www.lasprovincias.es/comunitat/el-tiempo/aemet-anuncia-lluvias-intensas-llegada-dana-valencia-20230915180008-nt.html', 'https://www.lasprovincias.es/comunitat/el-tiempo/primeras-alertas-dana-aemet-preve-horas-fuerte-lluvias-valencia-20230918182217-nt.html']",Alicante,10
223,Luvias Intensas,2023-05-26,2023-06-04,['Agua y Alimentos'],{'Agua y Alimentos': 0.6666666666666666},"{14: 0.75, 15: 0.5, 16: 0.75}",['https://www.canalsur.es/noticias/andalucia/almeria/mayo-ha-sido-el-mes-mas-lluvioso-de-los-ultimos-55-anos-en-almeria-capital/1940025.html'],Almeria,12
224,Temporal,2023-01-23,2023-02-02,['Transporte'],{'Transporte': 0.3125},"{6: 0.5, 8: 0.75}","['https://www.eltiempo.es/noticias/prevision-tiempo-febrero-espana', 'https://www.diariodealmeria.es/provincia/primera-Almeria-nevada_0_1760224145.html']",Almeria,14
225,Borrasca,2023-10-24,2023-11-01,['Transporte'],{'Transporte': 0.6875},"{5: 0.6875, 6: 0.625, 7: 0.6875, 8: 0.75}","['https://www.aemet.es/en/conocermas/borrascas/2023-2024/estudios_e_impactos/aline', 'https://www.larazon.es/el-tiempo/borrasca-ciaran-directo-ultima-hora-zonas-espana-afectadas-temporal-lluvia-viento-nieve_202311036544ade8f6ca72000147fd57.html', 'https://www.eldiario.es/andalucia/el_tiempo/andalucia-temporal-regresa-riesgo-viento-lluvia-mano-borrascas-ciaran-domingos_1_10652224.html', 'https://www.elindependientedegranada.es/ciudadania/avisos-naranja-amarillo-jueves-toda-provincia-fuertes-vientos-llegada-borrasca-ciaran', 'https://blogs.diariosur.es/tormentas-y-rayos/2023/10/30/la-primera-ciclogenesis-explosiva-del-otono-dara-lugar-a-una-potente-borrasca-con-nombre-ciaran/']",Almeria,15
226,Temporal,2023-10-24,2023-11-01,['Transporte'],{'Transporte': 0.53125},"{5: 0.25, 6: 0.75, 7: 0.5, 8: 0.625}","['https://www.larazon.es/el-tiempo/borrasca-ciaran-directo-ultima-hora-zonas-espana-afectadas-temporal-lluvia-viento-nieve_202311036544ade8f6ca72000147fd57.html', 'https://www.diariodealmeria.es/almeria/tiempo-Almeria-fuertes-vientos-provincia_0_1843917436.html']",Almeria,15
227,Vientos fuertes,2023-10-24,2023-11-01,"['Energia', 'Transporte', 'Agua y Alimentos']","{'Transporte': 0.6041666666666666, 'Agua y Alimentos': 0.5833333333333334, 'Energia': 0.390625}","{5: 0.7083333333333334, 6: 0.625, 8: 0.625, 7: 0.6875, 14: 0.5, 15: 0.75, 16: 0.5, 0: 0.5, 1: 0.75}","['https://www.diariodealmeria.es/almeria/tiempo-Almeria-fuertes-vientos-provincia_0_1843917436.html', 'https://www.aemet.es/en/conocermas/borrascas/2023-2024/estudios_e_impactos/aline', 'https://www.elindependientedegranada.es/ciudadania/avisos-naranja-amarillo-jueves-toda-provincia-fuertes-vientos-llegada-borrasca-ciaran', 'https://www.larazon.es/el-tiempo/borrasca-ciaran-directo-ultima-hora-zonas-espana-afectadas-temporal-lluvia-viento-nieve_202311036544ade8f6ca72000147fd57.html', 'https://www.lavanguardia.com/natural/20231030/9339054/nuevo-aviso-aemet-llega-borrasca-ciaran-vientos-fuertes-lluvias-generalizadas-pmv.html', 'https://www.diariodealmeria.es/almeria/Almeria-alerta-viento-registrado-rachas_0_1844516192.html', 'https://www.abc.es/sociedad/directo-ultima-hora-invidencias-avisos-aemet-paso-20231102080248-di.html', 'https://almeria360.com/actualidad/prevista-alerta-naranja-por-vientos-y-oleaje-en-poniente-levante-y-almeria-capital-este-jueves/']",Almeria,15
228,Luvias Intensas,2023-07-07,2023-07-09,"['Transporte', 'Sanidad']","{'Transporte': 0.6875, 'Sanidad': 0.7083333333333334}","{5: 0.75, 6: 0.5, 7: 0.75, 8: 0.75, 10: 0.75, 11: 0.75, 12: 0.5, 13: 0.75}","['https://www.elcorreo.com/alava/araba/chaparrones-fuertes-granizadas-afectan-parte-llanada-alavesa-20230706175320-nt.html', 'https://www.gasteizhoy.com/cuantos-litros-cayeron-este-jueves-en-vitoria-y-alava/', 'https://www.elcorreo.com/alava/araba/fortisima-granizada-colapsa-vitoria-inunda-calles-causa-20230706212152-nt.html']",Araba,19
229,Dana,2023-07-07,2023-07-09,['Agua y Alimentos'],{'Agua y Alimentos': 0.8333333333333334},"{14: 0.75, 15: 1.0, 16: 0.75}",['https://www.elcorreo.com/alava/araba/diputacion-alava-plantea-ayudas-extraordinarias-agricultores-tras-tormentas-granizo-20230707151541-nt.html'],Araba,19
230,Inundacion,2023-01-20,2023-01-26,"['Agua y Alimentos', 'Transporte']","{'Transporte': 0.375, 'Agua y Alimentos': 0.5833333333333334}","{6: 0.5, 8: 1.0, 14: 0.5, 15: 0.5, 16: 0.75}","['https://efeverde.com/fallecido-asturias-tractor-zona-inundada/', 'https://www.lavozdeasturias.es/noticia/asturias/2023/01/20/desactivado-plan-inundaciones-mejora-caudales-meteorologia/00031674221205850287123.htm', 'https://www.elcomercio.es/asturias/temporal-asturias-rios-inundaciones-pravia-plantaciones-kiwis-principado-desactiva-alerta-20230120203322-nt.html']",Asturias,21
231,Crecida,2023-01-20,2023-01-26,['Transporte'],{'Transporte': 0.25},"{7: 0.25, 8: 0.75}","['https://www.elcomercio.es/asturias/temporal-asturias-rios-inundaciones-pravia-plantaciones-kiwis-principado-desactiva-alerta-20230120203322-nt.html', 'https://www.rtpa.es/noticias-asturias:Cortado-el-acceso-al-puente-de-Quinzanas-por-la-crecida-del-rio-Narcea_111674292732.html', 'https://www.elcomercio.es/asturias/mas-concejos/pravia-inundaciones-crecida-rios-temporal-asturias-fotos-20230120204525-ga.html']",Asturias,21
232,Luvias Intensas,2023-09-15,2023-09-23,"['Agua y Alimentos', 'Transporte', 'Aguas Residuales']","{'Transporte': 0.375, 'Agua y Alimentos': 0.75, 'Aguas Residuales': 0.6470588235294118}","{6: 0.75, 8: 0.75, 14: 0.75, 15: 1.0, 16: 0.5, 17: 0.5, 18: 0.5, 19: 0.75}","['https://cadenaser.com/nacional/2023/09/20/la-dana-se-aleja-y-abre-paso-a-un-nuevo-frente-que-amenaza-a-la-peninsula-con-fuertes-lluvias-y-tormentas-cadena-ser/', 'https://www.larazon.es/el-tiempo/borrasca-fria-espana-directo-ultima-hora-temporal-tormentas-lluvias-torrenciales-granizo_202309156503f12998383a00011cd4c1.html']",Asturias,22
233,Desbordamientos,2023-09-15,2023-09-23,"['Transporte', 'Aguas Residuales']","{'Transporte': 0.375, 'Aguas Residuales': 0.38235294117647056}","{7: 0.75, 8: 0.75, 18: 0.75, 19: 0.5}",['https://www.larazon.es/el-tiempo/borrasca-fria-espana-directo-ultima-hora-temporal-tormentas-lluvias-torrenciales-granizo_202309156503f12998383a00011cd4c1.html'],Asturias,22
234,Dana,2023-09-15,2023-09-23,"['Agua y Alimentos', 'Transporte', 'Aguas Residuales']","{'Transporte': 0.5, 'Agua y Alimentos': 0.75, 'Aguas Residuales': 0.39705882352941174}","{6: 0.5, 7: 0.75, 8: 0.75, 14: 0.75, 15: 0.75, 16: 0.75, 17: 0.25, 18: 0.25, 19: 0.5}","['https://cadenaser.com/nacional/2023/09/20/la-dana-se-aleja-y-abre-paso-a-un-nuevo-frente-que-amenaza-a-la-peninsula-con-fuertes-lluvias-y-tormentas-cadena-ser/', 'https://www.rtve.es/noticias/20230920/tiempo-dana-espana-tormentas-fuertes-precipitaciones/2456371.shtml']",Asturias,22
235,Tempestad,2023-10-24,2023-11-01,"['Agua y Alimentos', 'Transporte', 'Energia']","{'Agua y Alimentos': 0.8333333333333334, 'Energia': 0.46875, 'Transporte': 0.6041666666666666}","{14: 0.5, 15: 1.0, 16: 1.0, 0: 0.75, 1: 0.75, 5: 0.6666666666666666, 6: 0.5833333333333334, 7: 0.5833333333333334, 8: 0.5833333333333334}","['https://elpais.com/espana/2023-10-25/las-borrascas-aline-y-bernard-dejan-casi-cuatro-veces-mas-agua-de-la-que-suele-caer-estos-dias-de-octubre.html', 'https://www.larazon.es/el-tiempo/borrasca-ciaran-directo-ultima-hora-zonas-espana-afectadas-temporal-lluvia-viento-nieve_202311036544ade8f6ca72000147fd57.html', 'https://www.abc.es/sociedad/directo-ultima-hora-invidencias-avisos-aemet-paso-20231102080248-di.html', 'https://elpais.com/espana/2023-10-30/la-borrasca-ciaran-dejara-vientos-muy-fuertes-mala-mar-lluvias-y-nieve-en-las-montanas-a-partir-del-miercoles.html']",Asturias,24
236,Borrasca,2023-10-24,2023-11-01,['Transporte'],{'Transporte': 0.125},{6: 0.5},"['https://efeverde.com/borrasca-ciaran/', 'https://www.elconfidencial.com/espana/2023-10-30/alerta-aemet-borrasca-espana-jueves-vientos-lluvias_3764082/']",Asturias,24
237,Temporal,2023-10-24,2023-11-01,['Transporte'],{'Transporte': 0.75},"{5: 0.75, 6: 0.75, 7: 0.75, 8: 0.75}","['https://www.lne.es/asturias/2023/11/03/ciaran-asturias-alerta-roja-vientos-94159078.html', 'https://www.elcomercio.es/asturias/tiempo-hara-miercoles-octubre-asturias-gijon-oviedo-aviles-picos-europa-covadonga-aviles-20231024221053-nt.html']",Asturias,24
238,Vientos fuertes,2023-10-24,2023-11-01,['Transporte'],{'Transporte': 0.5625},"{5: 0.4166666666666667, 6: 0.75, 7: 0.5833333333333334, 8: 0.5}","['https://efeverde.com/borrasca-ciaran/', 'https://efe.com/medio-ambiente/2023-10-26/tiempo-alerta-viento-lluvia/', 'https://www.elconfidencial.com/espana/2023-10-30/alerta-aemet-borrasca-espana-jueves-vientos-lluvias_3764082/', 'https://www.elcomercio.es/asturias/tiempo-hara-sabado-28-octubre-asturias-gijon-oviedo-aviles-picos-europa-covadonga-20231027161442-nt.html', 'https://www.elconfidencial.com/espana/2023-10-31/aemet-alerta-nueva-borrasca-ciaran-vientos-lluvias_3764475/', 'https://www.ondacero.es/noticias/sociedad/que-tiempo-hara-puente-todos-santos-2023-prevision-aemet_20231027653b8d27a1cbe00001894aea.html']",Asturias,24
239,Desbordamientos,2023-06-06,2023-06-15,"['Agua y Alimentos', 'Transporte', 'Energia', 'Aguas Residuales']","{'Energia': 0.6640625, 'Agua y Alimentos': 0.75, 'Transporte': 0.0, 'Aguas Residuales': 0.6764705882352942}","{0: 0.75, 1: 0.75, 2: 0.5, 3: 0.75, 14: 0.75, 15: 0.75, 16: 0.75, 17: 0.5, 18: 0.75, 19: 0.75}","['https://www.tvavila.icrt.cu/lamenta-primer-ministro-perdida-humana-y-material-en-oriente-de-cuba/', 'https://www.zacatecas.gob.mx/gobernador-david-monreal-cumple-a-genaro-codina-y-entrega-puente-y-colector-de-agua-danados-durante-contingencia/']",Avila,26
240,Crecida,2023-06-06,2023-06-15,"['Agua y Alimentos', 'Transporte']","{'Transporte': 0.5625, 'Agua y Alimentos': 0.5833333333333334}","{5: 0.5, 6: 0.625, 7: 0.875, 8: 0.5, 14: 0.75, 15: 0.75, 16: 0.25}","['https://www.tvavila.icrt.cu/continuan-labores-de-recuperacion-en-el-centro-y-oriente-del-pais-tras-intensas-lluvias/', 'http://www.cubadebate.cu/noticias/2023/06/08/lluvias-intensas-provocan-inundaciones-en-localidades-del-centro-y-oriente-de-cuba/']",Avila,26
241,Crecida,2023-09-06,2023-09-11,"['Agua y Alimentos', 'Transporte']","{'Agua y Alimentos': 0.9166666666666666, 'Transporte': 0.8125}","{14: 0.75, 15: 1.0, 16: 1.0, 5: 0.75, 6: 0.75, 7: 0.75, 8: 1.0}","['https://es.euronews.com/2023/09/07/al-menos-37-muertos-y-miles-de-evacuados-en-brasil-por-el-ciclon-extratropical', 'https://elcomercio.pe/mundo/latinoamerica/rio-grande-do-sul-santa-catarina-brasil-ciclon-deja-al-menos-22-muertos-clima-inundaciones-lula-da-silva-noticia/']",Avila,27
242,Inundacion,2023-09-03,2023-09-06,['Transporte'],{'Transporte': 0.34375},"{5: 0.5, 7: 0.75, 8: 0.375}","['https://www.latribunadetoledo.es/noticia/z97e2a7ae-0aa2-ac8f-fdb3f60f8f61201b/202309/restablecido-el-servicio-del-ave-madrid-andalucia', 'https://www.hoy.es/extremadura/roca-sierra-recupera-normalidad-pese-miedo-sufrir-20230906073119-nt.html', 'https://www.hoy.es/extremadura/fuertes-lluvias-impiden-circular-varios-trenes-extremenos-20230903183217-nt.html']",Badajoz,28
243,Desbordamientos,2023-09-03,2023-09-06,"['Sanidad', 'Transporte']","{'Sanidad': 0.625, 'Transporte': 0.625}","{10: 0.75, 11: 0.5, 12: 0.5, 13: 0.75, 6: 0.75, 7: 0.75, 8: 1.0}","['https://www.eldiario.es/sociedad/espana-inundable-millon-viviendas-casas-zonas-riesgo-inundacion-riadas_1_10485675.html', 'https://www.ondacero.es/noticias/sociedad/filomena-lluvias-ultima-hora-dana-cortes-carreteras-lluvias-torrenciales-madrid-toledo_2023090364f47f085df8e30001fbcbd9.html', 'https://www.hoy.es/extremadura/roca-sierra-recupera-normalidad-pese-miedo-sufrir-20230906073119-nt.html']",Badajoz,28
244,Crecida,2023-09-03,2023-09-06,"['Agua y Alimentos', 'Sanidad', 'Transporte']","{'Sanidad': 0.5416666666666666, 'Transporte': 0.5, 'Agua y Alimentos': 0.75}","{10: 0.625, 11: 0.75, 5: 0.25, 6: 0.25, 7: 0.75, 8: 0.75, 12: 1.0, 14: 1.0, 15: 0.5, 16: 0.75}","['https://www.extremadura7dias.com/index.php/noticia/puente-gevora-cantillana-derruido-psoe-badajoz-junta-ayuntamiento', 'https://www.eldiario.es/sociedad/espana-inundable-millon-viviendas-casas-zonas-riesgo-inundacion-riadas_1_10485675.html', 'https://www.ondacero.es/noticias/sociedad/filomena-lluvias-ultima-hora-dana-cortes-carreteras-lluvias-torrenciales-madrid-toledo_2023090364f47f085df8e30001fbcbd9.html']",Badajoz,28
